id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description,salary,pengalamanKerja,rata2Gaji,mapped_region,UMR
34536,Beauty Consultant - Ex Telemarketing (Medan),Medan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Telesales/Telemarketing","Asuransi Gigi;Tip;Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",20 days,201 - 500 pekerja,Perawatan/Kecantikan/Fitnes,"Komisi mulai dari 5 juta/Bulan*Kami perusahaan terkemuka sedang mencari professional sales.Kualifikasi:Minimal SMU, Diploma, Sarjana semua jurusanMinimal 1 tahun pengalaman kerja sebagai telemarketing atau beauty consultant atau sales ritelDeskripsi Pekerjaan:Mencari customer baru untuk melakukan treatmentMaintain, dan follow up Customer dari berbagai networking yang tersediaMelakukan proses konsultasi dan menjawab keluhan CustomerMencapai target penjualanMembuat laporan penjualanKompensasi:Gaji pokok dan tunjangan yang kompetitifKomisi sesuai hasil penjualan (sampai 15 juta/bulan)Mendapatkan pelatihan soft dan hard skillPotensi peningkatan karirHari minggu dan tanggal merah libur",4800000.0,1,5700000.0,SUMATERA UTARA,2992599.0
34537,Copywriter and Digital Marketing SEO,Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",Bisnis (contoh: Kemeja);occasionally require saturday and sunday shift,3 days,1- 50 pekerja,Seni/Desain/Fashion,"Responsibilities:Responsible in creating effective and marketable written contents with perfect grammar and optimal structure in English and Bahasa IndonesiaWrite contents with optimized marketability, SEO and grammar across all published to the public: catalogue, website blog & story, social medias, emails, broadcast messages, etcResearch and paraphrase from internal and external resourcesSupport all other tasks as requiredRequirements:Fluent in English and Bahasa Indonesia with passion for writing (able to write with perfect grammar and optimal structure)Proficiency in SEO and Marketing Communication is a plusDiploma or Bachelor Degree in Copywriting/Advertising/Linguistics/Languages/Marketing CommunicationMinimum of 3+ years of relevant working experience as Copywriter is desirableGreat interpersonal and communication skillsInterest in Art, Jewelry and Luxury Product is a mustAble to work and learn quickly and independentlyExcellent time management and manage workloads effectivelySelf motivated and self starter/initiative",5250000.0,2,5700000.0,DKI JAKARTA,5396760.0
34539,WEB DEVELOPER,Mojokerto,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Kontrak,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tunjangan Pendidikan;Asuransi kesehatan;Pinjaman;Jam Bekerja yang Panjang;Bisnis (contoh: Kemeja),12 days,201 - 500 pekerja,Elektrikal & Elektronik,"Kualifikasi :Pendidikan minimal D3 / S1Memahami React JS, PHP frameworkFamiliar with Rest API (JSON, XML)Memahami server administrationMemiliki skill komunikasi yang baikMemiliki keinginan belajar yang tinggiDapat bekerja dengan teamBerpengalaman dibidang yang sama minimal 3 Tahun",3600000.0,3,5700000.0,Unknown,5396760.0
34540,Senior Leader Recruitment Advisor,Jakarta Raya,IDR,Supervisor/Koordinator,5 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2), Doktor (S3)",Penuh Waktu,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",5 days,51 - 200 pekerja,Manajemen/Konsulting HR,"SENIOR LEADER RECRUITMENT ADVISORCOMPANY CATEGORY:Japanese HR Tech/Recruitment ServiceJOB SUMMARY:Independently conduct an end-to-end business and recruitment process.Prospect new clients and maintain relation with existing clients.Identify and verify candidates through the system.Communicate and negotiate with clients before and after sales activities.EXPERIENCE, REQUIREMENTS & SKILLS:Minimum hold a bachelor’s degree from any major.Fluent in English.Minimum 5 years of relevant experience as a Recruitment Advisor or Business Development or Corporate Sales (in a recruiting agency and job portal company is preferable).Passionate in HR-Recruiting industry and able to work under pressure.High achiever and a result-oriented person.Excellent in communication and negotiation skills.BENEFIT & ALLOWANCE:THRBPJSDetail will be discussed in the interview",13500000.0,5,5700000.0,DKI JAKARTA,5396760.0
34541,Project Manager,Bandung,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi kesehatan;Olahraga (contoh: pusat kebugaran);Parkir;Waktu regular, Senin - Jumat;Business Casual (boleh kaos tapi rapi)",8 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),"Job Descriptions:Creating long- and short-term plans, including setting targets for milestones and adhering to deadlinesDelegating tasks on the project to employees best positioned to complete themMaking effective decisions when presented with multiple options for how to progress with the projectServing as a point of contact for teams when multiple units are assigned to the same project to ensure team actions remain in synergyCommunicating with executives or the board to keep the project aligned with their goalsPerforming quality control on the project throughout development to maintain the standards expectedAdjusting schedules and targets on the project as needs or financing for the project changeRequirements:1-2 years as a project managersCandidate must possess Bachelor DegreeAnalytical and data-driven, love digging into the data to understand what’s happening and define & measure success on every projectSuccessful track record in planning, developing and executing strategy for multiple projects while collaborating cross-functionallyPassionate about customers and always bring questions back to what will serve them bestAbility to easily transition from high-level strategic thinking to creative and detailed execution.Fluent in English and are a confident communicatorSolid organization, leadership, team-building, and mentorship experienceExperience as a data-analyst OR software engineer and working with distributed teams are highly desired.Entrepreneurial and comfortable working in a complex and fast-paced environmentHaving a good communication skills with clients and ability to work under pressureAble to work remotely & flexible timeBenefitsContinuous Learning about Technology, Business, Leadership & ManagementWork with some of the best AI product development teams in IndonesiaMentoringBPJS Kesehatan and BPJS KetenagakerjaanAnnual LeaveFree meals & snacksTHRTax AllowanceFlexible timeCompetitive salaryAble to work remotely",8500000.0,1,5700000.0,JAWA BARAT,2191232.0
34542,Programmer / Developer,Jawa Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Tunjangan Pendidikan;Tip;Asuransi kesehatan;Pinjaman;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","Job Description:- Membuat aplikasi website (dekstop/mobile menjadi nilai tambah)- Menganalisis kebutuhan sistem- Mengembangkan aplikasi yang sudah ada- Membangun aplikasi berdasarkan kebutuhan user- Jam kerja (senin-jum’at pukul 08.00-17.00)- Bersedia melakukan perjalanan dinas luar kota- Bersedia ditempatkan di Bandung atau JakartaRequirements :- Pendidikan minimal SMK/D3/S1, diutamakan Rumpun Informatika/Sistem Informasi- Usia maksimal 29 tahun- Mampu bekerja di bawah tekanan- Berpengalaman (lebih diutamakan) dan tidak menutup kemungkinan Fresh Graduate/Mahasiswa yang sudah lulus sidang- Menguasai bahasa pemrograman PHP Framework (CI 4/Laravel) - Menguasai OOP (Java/Python/C#/Net, dll) merupakan poin lebih- Menguasai database berbasis SQL- Memahami aplikasi mobile berbasis Android/iOS merupakan poin lebih- Siap bekerja sesuai targetLamaran disertai dengan scan : Foto Close Up (wajib) & Full (additional), Curriculum Vitae, Lamaran, FC Transkrip, Keterangan Pengalaman pekerjaan dari perusahaan sebelumnya (bila ada), FC KTP, NPWP, FC Ijazah, dan sertifikat keahlian apabila ada.Sertakan referensi project/pekerjaan aplikasi yang pernah dibuat di dalam CV (jika ada).Fasilitas :Gaji yang kompetitifAsuransiTunjangan TransportasiAkomodasi untuk setiap tugas ke luar kota",4000000.0,2,5700000.0,Unknown,5396760.0
34543,DOKTER - SELURUH INDONESIA,Banjarmasin,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Penuh Waktu,"Layanan Kesehatan,Diagnosa/Lainnya","Tunjangan Makan, Tunjangan Transport, Bonus omset bulanan,Asuransi Kesehatan;uniform;Senin - Minggu, 1x Off dalam seminggu, Shifting",26 days,2001 - 5000 pekerja,Perawatan/Kecantikan/Fitnes,Deskripsi Pekerjaan :Menganalisa kebutuhan pasienMemberikan konsultasi kepada pasien berdasarkan SOP perusahaanMelakukan tindakan dibidang aesthetic sesuai dengan keahlian dan kewenangan Kualifikasi :Lulusan profesi KedokteranUsia Maksimal 35 tahunMemiliki STR yang masih berlakuBerpenampilan rapiBersedia bekerja secara Full timeDapat bekerja secara team dan memiliki komunikasi yang baikMinimal memiliki 1 tahun pengalaman kerja di bidang yang samaMemiliki minat yang tinggi dibidang kecantikanBersedia untuk training di YogyakartaDiutamakan yg berdomisili & terdaftar keanggotaan di IDI sesuai dengan kota penempatan yang dipilih.,6600000.0,1,5700000.0,KALIMANTAN SELATAN,3496194.0
34544,Pelaksana,Surabaya,IDR,Supervisor/Koordinator,5 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",Kontrak,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",,,,,"Kami sedang mencari kandidat pelamar pekerjaan yang jujur, berinisiatif, dan dapat bekerjasama dalam tim. Bidang pekerjaan teknik sipil. Lokasi pekerjaan area Jawa Timur, Jawa Tengah, dan Sulawesi Selatan. Tanggung jawab dengan tugas yg diberikan. Dapat membaca shop drawing dan penerapan dilapangan. Dapat mengarahkan dan mengatur mandor/pekerja.Kualifikasi:STM/D3 Teknik SipilUsia Maksimal 35.Minimal pengalaman sebagai pengawas lapangan selama 2 tahun.Sehat Jasmani dan rohani.Bisa menggunakan AutoCAD, Microsoft Excel, dan mengoperasikan komputer dengan baik.Memiliki kendaraan pribadi.Dapat mengatur skala prioritas pekerjaan.Memiliki kemampuan komunikasi yang baikBersedia ditempatkan di Jawa Timur, Jawa Tengah, atau Sulawesi Selatan",5250000.0,5,5700000.0,JAWA TIMUR,2305984.0
34545,Brand Marketing,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Digital Marketing",,,,Umum & Grosir,"Develop and implement new and effective marketing strategies for brand awareness Do market research, analyze competitor and handle customer experienceRequirements:- Bachelor degree in Marketing, Communication, PR or etc- Minimal 1 year of experience in brand management & marketing (E-commerce, Beauty brand, and FMCG experience preferred)- ambitious, structured/creative, self-starter- Have knowledge of digital marketing tools and marketing techniques- Able to speak or write English (Can speak Korean will be a plus)- Able to start immediately",6600000.0,1,5700000.0,DKI JAKARTA,5396760.0
34546,Distributor Channel Area Surabaya,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Kontrak,"Penjualan / Pemasaran,Penjualan Ritel",Asuransi kesehatan;Jam Bekerja yang Panjang;Formil (contoh: Kemeja + Dasi);BPJS,29 days,1- 50 pekerja,Retail/Merchandise,"Mengumpulkan data customer lama dan menjalin hubungan reliantionship.Mencari customer baru, memfollow-up lewat visit, telphon, maupun email hingga terjadi transaksi penjualan.Memelihara dan mempertahankan customer/reseller lama tetap repeat order pada perusahaan.Melakukan promosi ke lokasi-lokasi reseller berbisnis, dengan menyebarkan brosur.Mengumpulkan kartu nama dari kegiatan promosi di lokasi usaha para SI.Menagih piutang penjualan (AR) pada customer yang belum tertagih.Mengikuti product knowledge internal untuk memperluas pengetahuan mengenai produk.Kualifikasi:Usia maksimal 30 tahunPendidikan minimal Sarjana semua jurusanMemiliki pengalaman minimal 1-3 tahun sebagai salesMemiliki kemampuan sales dan negosiasi yang bagusUlet, jujur, disiplin, loyalitas tinggi dan berdedikasiDapet bekerjasama secara tim maupun individuBersedia untuk melakukan perjalanan dinas keluar kotaKomunikatif dan berorientasi pada targetMemiliki SIM A dan SIM BPenempatan : Surabaya",5375000.0,1,5700000.0,JAWA TIMUR,2305984.0
34547,ASSISTANT BRAND MANAGER (F&B),Jakarta Pusat,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Kontrak,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Asuransi Gigi;Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formal Casual",29 days,201 - 500 pekerja,Retail/Merchandise,"Responsible of execution of marketing activities and any other related to the yearly plan execution, supporting sales and operations online and offline stores to achieve brand and company goals and expectations, ensuring that those goals and expectations are achieved through regular monitoring. provide analytical and administrative support to brand managers and assist in the day-to-day works in related to marketing and reporting.Responsibilities:Work together with marketing team to execute company brand promotions activity and other related to in-store programs for offline stores and Online stores.Coordinate with Brand Manager in developing marketing plan and budget including monitoring together to execute marketing activities as according to the yearly calendar planFollowing market trends and presenting creative ideasReport and evaluate current marketing program and recommend improvementsEvaluate every marketing program based on each execution.Ensure and coordinating product registration process for every product novelty together with import departmentEnsure all product accessories receive on time for every seasonal and execute every necessary action together with brand managerInitiate and source local needs related to the operations in stores and brands.Reporting and monitoring related to VM at offline stores monthlyCoordinating and follow up payment from vendors mainly from local and overseas related to operations, including input PO related to incoming goodsPerform day to day execution related to the brand direction and participate to evaluate stores performanceRequirements:Experience in retail industry minimum 3 yearsUnderstand and experience marketing activities related and processExercise merchandising of the brandGood Analytical thinkingTeamwork and good attitudeHardworking and strive to resultsPro Active and initiativeConfident and good in communication both in Indonesian and English",10500000.0,3,5700000.0,DKI JAKARTA,5396760.0
34548,Software Engineer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",,29 days,1001 - 2000 pekerja,Manajemen/Konsulting HR,"Candidate must possess at least a Bachelor's Degree, Engineering (Computer/Telecommunication) or equivalent.Required skill(s): my sql, postgree, Pengalaman di HTML/PHP/CSS, SAP, Oracle.At least 2 year(s) of working experience in the related field is required for this position.Preferably Staff (non-management & non-supervisor)s specializing in IT/Computer - Software or equivalent.Full-Time position(s) available.",6000000.0,2,10000000.0,DKI JAKARTA,5396760.0
34549,PRODUCTION ENGINEERING,Bekasi,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Teknik,Teknik Industri","Waktu regular, Senin - Jumat;BPJS;Business, Uniform",29 days,1001 - 2000 pekerja,Manufaktur/Produksi,"Persyaratan:Minimal Pendidikan D3/S1 Teknik MesinUsia 25 s/d 35 TahunMemahami proses manufakturMengerti & berpengalaman dalam membuat PFMEAMemahami ISO TS/IATFMampu membaca & memahami drawing & gambar teknikMampu membuat dokumentasi flow processDeskripsi Pekerjaan:Melakukan Kaizen terhadap proses dan perubahan designMembuat schematic diagram electric dasar, pneumatic & hydraulicMenggunakan alat ukur manual (caliper & micrometer)Menjalankan mesin workshop manual (bubut, drilling, & milling)WewenangMelakukan judgement terhada hasil pembuatan mesin & jig yang akan digunakan produksi",6250000.0,1,5700000.0,JAWA BARAT,2191232.0
34550,Storekeeper / Tally - Surabaya,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)",Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum","Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",29 days,51 - 200 pekerja,Bahan Kimia/Pupuk/Pestisida,Spesifikasi :Pendidikan minimal SMA - D3pengalaman 2 tahun sebagai Storekeeper Gudang/Tallypaham masalah Stok Gudang dan mempunyaia SIOmenguasai komputer dan bisa mengoperasikan ForklifUsia maksimal 25 tahundapat bekerja sama dengan tim dan tahan tekananJujur & loyal dapat dipercayaTugas & Tanggung Jawab :Menghitung barang Chemical & Pestisida yang bongkar/muat di gudangMengatur space penerimaan barang di dalam gudangMencatat kartu stock barang yang ada di GudangMenerima barang hasil Produksi General Chemical/Pestisida,4250000.0,2,5700000.0,JAWA TIMUR,2305984.0
34551,Senior Staff Accounting,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),3 tahun,Sarjana (S1),Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",29 days,51 - 200 pekerja,Pertambangan,"a.    Prepare monthly financial statements, reports, and records by collecting, analyzing, and summarizing account information and submit before due dateb.    Prepare subsidiary ledger per account, update monthly, and submit parallel with Financial Statementc.    Process and Coding (journal) payment voucher to ensure the completeness and accurate data according to invoice and supporting documentd.    Overseeing daily transaction including account payable and make sure payment to third parties are paid before duee.    Monitoring the daily performance of the accounting departmentf.     Develop good knowledge of Indonesia Tax Regulationg. Monitoring inventory on Siteh.    Filling documentNotes to Job Seeker:This position required to make Financial Report (B/S & PNL) monthly and yearly.Requirements:Bachelor Degree in Accounting is a must with minimum 3 years experience in same fieldComprehensive knowledge of accounting, cash flow planning, balance sheet, and general ledgerKnowledge in Accurate system and holding Brevet AB Certificate is a plus",7500000.0,3,5700000.0,DKI JAKARTA,5396760.0
34552,Administrasi dan Accounting,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Tip;Bisnis (contoh: Kemeja);Senin - Sabtu,,1- 50 pekerja,Konstruksi/Bangunan/Teknik,"Kualifikasi:Usia maksimal 30 tahunPendidikan minimal SMA semua jurusan (Lulusan D3, S1 menjadi nilai tambah)Berpenampilan menarik, supel, mudah bergaul, dan periangPengalaman kerja minimal 2 tahun dibidang yang samaJujur, teliti, cekatan, mampu bekerja dibawah tekanan dan beradaptasi dengan cepatMampu bekerja secara individu maupun dalam timMemiliki kemampuan komunikasi yang baik (Memiliki pengalaman marketing atau penagihan by phone)Menguasai komputer, Microsoft Office, dan program aplikasi komputer lainnyaTidak sedang kuliah dan tidak ada rencana melanjutkan pendidikan lainnyaTanggung Jawab:Melakukan proses pemeriksaan barang masuk dan keluar Melakukan penginputan dan filing dokumen serta surat yang berhubungan dengan penjualan ( nota , Invoice ).Membuat laporan harian Kas ( buku bank dan mutasi bank )",4000000.0,2,5700000.0,JAWA TIMUR,2305984.0
34553,Senior Software Engineer,Semarang,IDR,Manajer/Asisten Manajer,4 tahun,Sarjana (S1),Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",30 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),"JOB RESPONSIBILITIESCollaborate with the Project team to create technical solution design includes assessing the complexity and proper project timeline.Develop and manage well-functioning databases and applications (Odoo or other applications).Build scalable and robust APIs and systems.Review the code and ensure its stability, reliability and performance.Analyze the issues, errors & debugging.Train and coach more junior developers.JOB REQUIREMENTSBachelor from Computer Science/IT/Maths/Physics/Engineering.4+ years experience as a Developer (Java/Python/Ruby/.Net/C#), or 3 years of experience as Odoo software engineer.Good communication and interpersonal skills.Ability to communicate effectively in English, with good verbal and written skills.Good leadership and has experience in managing team.Strong knowledge of Database (PostgreSQL is preferred).Strong with git/repository management.Relevant OS knowledge (Linux, Unix, Windows, etc).Keen and Flexible to learn new technologies.Utilizing various API techniques to communicate with third-party and/or legacy/back-end systems, experience in REST API is an advantagE.Experience in Django/Node JS is an advantage.Experience with Odoo (or other ERP) is an advantage.",13500000.0,4,5700000.0,JAWA TENGAH,2169348.0
34554,Web developer,Yogyakarta,IDR,Supervisor/Koordinator,3 tahun,Tidak terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",16 days,1001 - 2000 pekerja,Manufaktur/Produksi,"Job DescriptionDesign, create, and modify Web sites. Analyze user needs to implement Web site content, graphics, performance, and capacity. Integrate Web sites with other computer applications. Convert written, graphic, audio, and video components to compatible Web formats by using software designed to facilitate the creation of Web and multimedia content.TasksDesign, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.Perform or direct web site updates, write, design, or edit web page content.Confer with management or development teams to prioritize needs, resolve conflicts, develop content criteria, or choose solutions.Back up files from web sites to local directories for instant recovery in case of problemEvaluate code to ensure that it is valid, is properly structured, meets industry standards and is compatible with browsers, devices, or operating systems.Maintain understanding of current web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups.Tools & TechnologyComputer servers — Application & Web servers running LinuxGraphics or photo imaging software — Adobe Systems Adobe After Effects; Adobe Systems Adobe Fireworks; Adobe Systems Adobe Illustrator; Adobe Systems Adobe Photoshop softwareWeb platform development software — Hypertext markup language HTML; JavaScript; Dreamweaver or similar; Content management systems like Joomla, Drupal, WordPressSkillsProgramming — Mostly client-side languages like JavaScript and related libraries such as JQueryDesign — Analyzing needs and product requirements to create and/or implement a design.Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.Record time daily.",3000000.0,3,5700000.0,DI YOGYAKARTA,2264080.0
34556,Sales Data Analyst Supervisor,Banten,IDR,Supervisor/Koordinator,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Korporasi",Asuransi Gigi;Asuransi kesehatan;Kasual (contoh: Kaos);Free Lunch,16 days,51 - 200 pekerja,Manufaktur/Produksi,"Set up sales data analysis systemEstimate sales per store per SKUTrack sales achievement per store per SKU vs sales planCheck store condition using merchandizerControl daily work of merchandizerCreate sales estimation/forecast especially in retail industries ( RTE of MT )Strong in NumberHas a good analytical skillFamiliar with sales activites especially in MT related field e.g sales estimation,SPD,etcHave Experience in sales activities especially ini RTE of MTKualifikasi:Pendidikan Minimal D3Pengalaman minimal 2 tahunPaham mengenai Stock Keeping Unit (SKU)Paham mengenai Sales Per Delivery (SPD)",7750000.0,2,5700000.0,Unknown,5396760.0
34557,HRD Officer Wilayah Palembang,Palembang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),Kontrak,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Asuransi Gigi;Tunjangan Pendidikan;Tip;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Parkir;Penglihatan;Bisnis (contoh: Kemeja);Full Time,25 days,2001 - 5000 pekerja,Percetakan/Penerbitan,"Bertanggung jawab mengelola dan mengembangkan sumber daya manusia, antara lain : perencanaan, pelaksanaan dan pengawasan sumber daya manusia dan pengembangan kualitas sumber daya manusia.Melaksanakan sistem HR yang efektif dan efisien, dengan melakukan sosialisasi SOP, job description, training dan administrasiBertanggung jawab penuh dalam proses rekrutmen karyawan sesuai MPP, mulai dari mencari calon karyawan, wawancara hingga seleksi.PersyaratanPendidikan Minimal S1 Hukum, Psikologi atau Manajemen SDMBerpengalam sebagai HRD Minimal 1 tahun",3650000.0,1,5700000.0,SUMATERA SELATAN,3681570.0
34559,Host Live Streaming Marketplace,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Seni/Media/Komunikasi,Periklanan",,,,Umum & Grosir,Pekerjaan Host Live Streaming Carpet Shop indonesiaPekerjaan :Memasarkan produk di online shop melalui live streaming Tik Tok Shop dan ShopeeMeningkatkan jumlah viewers dan pembeli melalui live streaming Tik Tok Shop dan ShopeeMengatur strategi untuk meningkatkan jumlah pembelian produk melalui live streaming Video.Memasukkan data penjualan produk yang terjual melalui live streaming.Persyaratan Pekerjaan :Minimal lulusan SMA/Sederajat.Memiliki pengalaman menjadi host live stream atau pekerjaan memasarkan produk kepada pelanggan diutamakan.Memiliki kemampuan public speaking yang bagus.Percaya diri.Dapat bekerja dengan tekananMampu menggunakan komputer.,3600000.0,1,5250000.0,DKI JAKARTA,5396760.0
34560,KITCHEN CREW,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"SMA, SMU/SMK/STM",Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",,,,,"Kualifikasi dan tanggung jawabCek stok bahan, pesan bahan ke bagian pembelianTerima bahan dan simpan bahan sesuai SOPMengolah dan Menyajikan pesanan makanan sesuai SOPMampu meningkatkan kualitas diri dan hasil kerjaRamah, Sopan dan KomunikatifMenguasai Menu dan Menjelaskan dengan baikSetting perlengkapan makan dan minumMengecek makanan dan minuman sesuai pesananApabila Anda memenuhi persyaratan diatas segera kirimkan CV dan foto terbaru dengan klik tombol dibawah ini.",3600000.0,2,5700000.0,DKI JAKARTA,5396760.0
34561,PRU Venture PRUDENTIAL Syariah,Jakarta Raya,IDR,Manajer/Asisten Manajer,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",,51 - 200 pekerja,Asuransi,"PRU VENTURE by Prudential Life AssuranceSharia Financial AdvisorJakarta Raya (Jabodetabek)IDR 6.000.000 - IDR 9.000.000Deskripsi PekerjaanKUALIFIKASI :Pendidikan D3/S1 semua jurusan (Melampirkan Ijazah Asli)Usia 25 s/d 40 TahunPengalaman kerja minimal 3 tahunBerdomisili di JabodetabekDisiplin, bekerja keras, dan mampu bekerjasama dalam timBerkomitmen mengikuti program management traineeBersedia mengajukan one month notice jika diterimaNo job (tidak bekerja) maksimal 6 bulanWajib melampirkan slip gaji 3 bulan terakhirTidak pernah bergabung dengan Perusahaan Asuransi manapun kecuali BancassuranceBENEFIT :Allowance Rp 6 Juta - 9 Juta per bulanKomisi atas penjualanJenjang karir yang jelasPeningkatan karir jalur cepatMendapatkan pendampingan dari mentorBonus atas pencapaian targetBonus-bonus lainnyaJOB DESCRIPTION :Melakukan sosialisasi dan edukasi tentang ""Perencanaan Keuangan Syariah""Melakukan servicing (pelayanan) terhadap pelangganMelakukan review terhadap perencanaan keuangan pelangganMelakukan pengembangan tim",7500000.0,3,5700000.0,DKI JAKARTA,5396760.0
34562,FINANCE ACCOUNTING,Jakarta Utara,IDR,Supervisor/Koordinator,2 tahun,Tidak terspesifikasi,Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Tip;Tunjangan Dana Kesehatan;Formal Elegant;6 hari kerja dalam seminggu (Jam 9.30 - 19.00),15 days,1- 50 pekerja,Kesehatan/Medis,"KRITERIALULUSAN D3 - S1 ACCOUNTINGJUJUR, DAPAT BEKERJA TEAM, CEKATANBERTANGGUNG JAWAB DAN TELITIMEMAHAMI PROGRAM ACCOUNTINGMENGUASAI PROGRAM MICROSOFT OFFCEFRESH GRADUATE DIPERBOLEHKAN MELAMARJOB DESK :DAPAT MEMBUAT LAPORAN KEUANGANMEMBUAT DAN MELAKUKAN PEMBAYARAN PAYROLLMEMERIKSA PETTYCASHMEMERIKSA LAPORAN PENJUALAN HARIANDAPAT FILING DOKUMEN DAN MEMBANTU ADMINISTRASIMENGERTI PERPAJAKAN BASIC",6000000.0,2,5700000.0,DKI JAKARTA,5396760.0
