id,job_title,location,salary_currency,career_level,experience_level,education_level,employment_type,job_function,job_benefits,company_process_time,company_size,company_industry,job_description,salary,pengalamanKerja,rata2Gaji,mapped_region,UMR
10,Tax Supervisor,Banten,IDR,Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS, Bonus, Annual Reward",22 days,51 - 200 pekerja,Konstruksi/Bangunan/Teknik,"ResponsibilitiesPrepare corporate income tax (CIT) or annual tax report calculationPreparing monthly tax compliance and returns (PPH 21, PPH 22, PPH 23, Final Tax article 4(2) and VAT), reporting, and ensure timely submission of tax filingResponsible for issuance of tax invoice, maintain e-nofa for tax invoice numbers and checking up on digital electronic certificate of e-faktur aoolication for VATCreate quarterly fiscal depreciationManage monthly reports for all taxesReviewing financial transaction to ensure the correctness of tax reporting and make performing reconciliation to general ledger entriesEnsuring the withholding tax slips from clients in accordance with the tax law and regulationsHandle all tax related issuesRequirementsCandidate must possess at least Diploma or Bachelor's Degree in Finance/Accounting/TaxAt least 3-5 years of working experience in a construction/engineering company is required for this positionUnderstand Tax Regulations and be able to operate Tax Application System, (E-Faktur, E-SPT, E-Bupot, etc.)Must have Brevet A & BCollaborate with external and internal parties in a professional mannerAble to operate Ms. OfficeGood interpersonal skills and communication skills at all levelsAble to manage time effectively and perform under pressureProblem-solving skills and hardworking behaviourPlacement in Tangerang Head OfficeMust speak English actively, passive is not acceptedCan join as soon as possible",8000000.0,3,5700000.0,Unknown,5396760.0
19,Accounting Staff,Jakarta Pusat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Tip;Asuransi kesehatan;Bisnis (contoh: Kemeja);Mondays-Saturdays,,1- 50 pekerja,Manufaktur/Produksi,DESKRIPSI PEKERJAAN:Memeriksa dan/atau membuat dokumen transaksi.Input/catat/jurnal data-data transaksi keuangan.Membuat laporan atas data transaksi keuangan.Mengarsip (filing) dokumen yang telah dicatat. PERSYARATAN:Kandidat setidaknya lulusan SMA sederajat (jurusan akuntansi).Usia maksimal 25 tahun.Pengalaman kerja minimal 1 tahun (tidak mutlak).Mahir software Accurate.Bersedia bekerja penuh dari Senin sampai Sabtu.di Keuangan/Akuntansi/Perbankan atau setara.Lebih disukai yang berdomisili di Jakarta Pusat/Barat.,4750000.0,1,5700000.0,DKI JAKARTA,5396760.0
23,Senior Staff Purchasing,Surabaya,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Manufaktur,Pembelian/Manajemen Material",Asuransi kesehatan;Jam Bekerja yang Panjang;Bisnis (contoh: Kemeja),29 days,1- 50 pekerja,Elektrikal & Elektronik,"Deskripsi Pekerjaan:Mampu melakukan rencana pembelian berdasarkan kebutuhan dan target perusahaanMampu melakukan pemantauan persediaan barang, mendata barang-barang yang masuk dan keluar di gudang (stock opname barang secara berkala)Bertanggung jawab untuk melakukan pengiriman barang dan logisticMemahami mengenai distribusi, transportasi, dan ekspedisi barangMampu membuat laporan pembelian dan stock barangPenerimaan tagihan dari supplier untuk di proses bagian financeCakap dalam administrasi dan FileKualifikasi:Pendidikan S1/D3Domisili di SurabayaBerpengalaman sebagai staf pembelian minimal 2 tahun (di bidang ME & HVAC lebih disukai)Memiliki kemampuan komunikasi, negosiasi, dan menjalin hubungan baik dengan supplierMenguasai Microsoft Office (word, excel)Proaktif,efisien dan mampu bekerja secara mandiri maupun teamDetail, cekatan, bertanggungjawab, loyal, disiplin , pekerja keras dan JUJUR.",5250000.0,2,5700000.0,JAWA TIMUR,2305984.0
27,MARKETING COMMUNICATION & CHANNEL MANAGER,Jakarta Pusat,IDR,Manajer/Asisten Manajer,2 tahun,Tidak terspesifikasi,Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Asuransi Gigi;Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",29 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","SCOPE OF ROLE :To plan, develop, implement and measure Infracom Technology brand of marketing, communications activities, both external and internal, delivering measurable projects and campaigns on time, within budget and to a consistently high quality. All activity to have a measured output that is reported on.MAIN DUTIES & RESPONSIBILITIES:Develop Strategic Communications planning for promotion & dissemination of Corporate & Marketing content Manage the Corporate Branding by leading the Web team to design, create & adapt, improve and optimize web communication to ensure consistent Corporate branding and messaging across all relation and channelsImplement strategic direction of all marketing activities and priorities for all property of Infracom TechnologyDevelop other, relevant social media outlets to support and expand our digital presenceManage the Marketing & Communications budget and ensure programme milestones related to marketing & communications are achieved on time and within budget.",15000000.0,2,5700000.0,DKI JAKARTA,5396760.0
29,Mechanic,Papua,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Teknik,Mekanikal","Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)",,51 - 200 pekerja,Automobil/Mesin Tambahan Automotif/Kendaraan,Kualifikasinya :Pendidikan Minimal SMK Jurusan Alat Berat atau Teknik Kendaraan RinganPengalaman minimal. 1 tahun maksimal. 3 tahun di truck / alat berat / Engine / Genset sebagai mekanikUsia maksimal 25 tahunBersedia melakukan perjalanan dinas dan juga mutasi bilamana dibutuhkan perusahaanBersedia ditempatkan di salah satu cabang perusahaan,5040000.0,1,5700000.0,Unknown,5396760.0
32,PPIC,Tangerang,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Manufaktur,Manufaktur","Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",21 days,201 - 500 pekerja,Manufaktur/Produksi,"Tanggung Jawab:Membuat perencanaan produksi berdasarkan Marketing Plan (Forecast)Memantau dan mengevaluasi kesiapan Raw Material untuk produksi berdasarkan Production Plan yang telah dibuat sebelumnyaMemantau dan mengevaluasi tingkat persediaan Raw MaterialMengontrol persediaan/ Stock Raw Material dan Finish GoodMenganalisa hasil produksi dan pemakaian Raw Material serta menjaga kestabilan StockMelakukan analisa Plan VS Real dari produksi serta rencana pengirimannyaMembuat permintaan/ request order Raw Material berdasarkan Production PlanMengatur dan memantau proses penerima, penyimpanan dan pendistribusian inventory di GudangPersyaratan:Pendidikan minimal S1Memiliki pengetahuan yang baik mengenai Warehouse Management, Inventory Control, Production Planning, Distribution Principle, ISO 9001:2015, K3Mahir dalam pengoperasian MS Office terutama Excel & AccurateMemiliki pengalaman di bidang PPIC minimal 5 tahun",6600000.0,5,5700000.0,BANTEN,2905119.0
35,C# Advanced/Senior Developer,Jakarta Timur,IDR,Supervisor/Koordinator,2 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Tip;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",5 days,1- 50 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),"Kualifikasi:Kandidat harus memiliki setidaknya SMA/SMK, Diploma, Gelar Sarjana di Teknik (Elektro), Teknik (Komputer/Telekomunikasi), Matematika atau setara.Setidaknya memiliki 2 tahun pengalaman dalam bidang yang sesuai untuk posisi ini.Kemampuan yang harus dimiliki: C#, .NET, ASP.net, Microsoft ProjectLebih disukai Supervisor/Koordinator khusus dalam IT/Komputer - Perangkat Lunak atau setara.Menguasai konsep Object Oriented Programming.Love to Code.Militan Deskripsi Pekerjaan:Membuat/modifikasi aplikasi sesuai requirement.Menggali kebutuhan user.Mengintegrasikan, mengecek & testing berbagai page dari seluruh team member.Memastikan hasil dari team member sesuai dengan spesifikasi aplikasi.Mendokumentasikan project.",9500000.0,2,5700000.0,DKI JAKARTA,5396760.0
36,Manager Tiktok Shop And Tiktok Live,Banten,IDR,Manajer/Asisten Manajer,1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Penjualan / Pemasaran,E-commerce",Kasual (contoh: Kaos);Potensi Perkembangan Karir yang Cepat,,1- 50 pekerja,Umum & Grosir,"Perusahaan yang bergerak di bidang online shop mencari kandidat yang berpengalaman di bidang tiktok shop dan tiktok live, bertanggung jawab bersama admin mengurus toko tiktok shop dalam penjualan dan melakukan tiktok live sesuai jadwal yang di tentukan, diutamakan yang bisa berbahasa mandarin",6500000.0,1,5700000.0,Unknown,5396760.0
38,IT Software Developer Staff,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Kasual (contoh: Kaos);Senin - Jum'at (HO) Senin - Sabtu (DSO),21 days,501 - 1000 pekerja,Industri Berat/Mesin/Peralatan,"Bachelor’s degree of Information Technology or relevant. Maximal age 30 years.At least 1 year(s) of working experience in the related field is required for this position or Fresh Graduate welcomeHaving Knowledge about Java, PHP, CSS, HTML, JavaScript.Having Knowledge about RESTful API and JSON/ XML.Having hands-on experience with one of CodeIgniter or Spring boot.Having knowledge with one (or more) of this databases: PostgreSQL, MySQL, MsSQL.Having Ability to develop new application and Implement IT system development projects.",6800000.0,1,5700000.0,DKI JAKARTA,5396760.0
39,Asisten Penerjemah,Maluku Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Seni/Media/Komunikasi,Hubungan Masyarakat",,,,Konstruksi/Bangunan/Teknik,"Job Responsibilities: 1. Membantu atasan dalam terjemahan harian di tempat dan pekerjaan manajemen di tempat2. Bertanggung jawab atas penerjemahan dan proofreading bahasa Indonesia dan Cina dari berbagai teks dan bahan departemen;3. Membantu dalam tindak lanjut pengembangan proyek, kontak dan hal-hal lain;6. Menyelesaikan pekerjaan terkait lainnya sesuai kebutuhan atasan departemenjob requirements: 1. Lulusan SMA penuh waktu atau lebih, dapat mendengarkan, berbicara, membaca dan menulis bahasa Mandarin, kefasihan lebih disukai;2. Memiliki kemampuan belajar mandiri yang kuat, kemampuan memahami dan kemampuan komunikasi, serta sikap kerja yang benar;3. Prinsip yang kuat, mampu menahan tekanan kerja tertentu, memiliki rasa tanggung jawab dan kesadaran tim yang kuat",9500000.0,1,5700000.0,Unknown,5396760.0
41,Backend Developer,Jakarta Raya,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);Lunch BPJS Career Path",4 days,51 - 200 pekerja,Komputer/Teknik Informatika (Perangkat Lunak),"Responsibilities:Your duties will include (but will not be limited to):Performing or directing website updates.Developing, maintaining and optimizing database driven applications.Evaluating code to ensure it is valid, properly structured, meets standards and is compatible with browsers, devices or operating systems.Working under an Agile development methodology.Requirements:Should have a good exposure in OOP.At least 1 year experience in Backend Development.Minimum possess High School DiplomaProficient in Java (Spring/Springboot) and/or PHP Laravel and/or Python and/or NodeJS, ASP.Net.Must have experience in developing high end web based software applications in various areas related to SAAS (Software As A Service).Must be able to work in a fast paced environment.Experienced in Frontend Development (Angular/React/VueJS) is a plus.",5500000.0,1,5700000.0,DKI JAKARTA,5396760.0
44,Teknik Sipil,Tangerang,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan",Bisnis (contoh: Kemeja),,1- 50 pekerja,Elektrikal & Elektronik,"Tugas dan Tangung Jawab Ahli Teknik Sipil konstruksi :Melakukan koordinasi dan komunkasi dengan peyelenggaraan program Pembangunan.Menjamin pelaksanaan fisik dan spesifikasi teknis pembangunan bangunan.Pembinaan dan pengendalian terhadap pengawas lapangan .Memantau penyampaian pelaporan pembangunan kepada team leaderMelakukan konsolidasi laporan penanggung jawab kegiatan dan pengawas bangunan dalam setiap bulannya.Memberikan saran penanganan apabila ada permasalahan, serta alternatif tindak lanjut penangananya kepada penyelenggara kegiatan di lapangan Memberikan dukungan teknis, menajemen kepada pengawas bangunan.Melakukan dokumentasi foto-foto pelaksanaan dengan menggunakan kamera yang berkualitas sehingga hasil dari pengambilan gambar bagus",4500000.0,1,5700000.0,BANTEN,2905119.0
56,Cook Helper,Jakarta Utara,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",,,,,"Uraian Pekerjaan• Membantu chef dalam menyiapkan bahan makanan dan bumbu makanan.• Mempersiapkan bahan-bahan dan peralatan memasak• Menyajikan pesanan dengan sesuai dengan standar perusahaan• Bertanggung jawab atas kebersihan dan kerapihan seluruh area kitchen• Memeriksa dan manage stock bahan-bahan.• Membantu service preparation.Kualifikasi• Berusia maksimal 35 tahun• Pendidikan min. SMA / SMK sederajat• Tanggung jawab dan dapat bekerjasama dalam tim• Berpengalaman / non Pengalaman• Berpenampilan rapi, kepribadian baik*Dapat makanPenempatan Pantai Indah Kapuk, Jakarta Utara",2000000.0,1,5700000.0,DKI JAKARTA,5396760.0
64,Warnen/Cleaning Service,Bali,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Penuh Waktu,"Lainnya,Pekerjaan Umum",,,,Pelayanan Perbaikan & Pemeliharaan,"Usia 18-38 thPendidikan minimal SMPMemiliki kendaran pribadi dan Sim CPengalaman di bidang Cleaning Service minimal 1 tahunBersedia cuci baju & setrikaCekatan, Jujur, Disiplin, Bertanggung Jawab dan kemauan bekerja tinggiMampu bekerja secara individuSehat jasmani dan Rohani, Minimal sudah Vaksin Dosis 1",3500000.0,1,5700000.0,BALI,2996560.0
67,Cook,Batam,IDR,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,1 tahun,"SMA, SMU/SMK/STM",Kontrak,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran","Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)",26 days,201 - 500 pekerja,Manajemen/Konsulting HR,"Deskripsi Pekerjaan1. Usia maksimal 30 tahun2. Pendidikan minimal SMA sederajat3. Diutamakan yang berpengalaman di restoran Pizza (Pizza Hut, Dominos, Marzzano, dll)4. Bersedia bekerja shifting5. Penempatan untuk : Bali, Lampung, Palembang, Yogyakarta6. Pelamar yang diutamakan yang sudah melakukan vaksin covid19, minimal dosis pertama7. Benefit : Gaji pokok, BPJS Kesehatan, BPJS Ketenagakerjaan",3450000.0,1,5700000.0,KEP. RIAU,3623653.0
80,"Regional Sales Manager (Jabar, Jabodetabek)",Jawa Barat,IDR,Manajer/Asisten Manajer,5 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Bisnis (contoh: Kemeja);BPJS Kesehatan, BPJS Ketenagakerjaan dan Insentif (yang berkaitan dgn penjualan);Senin-Sabtu",29 days,201 - 500 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,"Bertanggungjawab terhadap pencapaian target penjualan, distribusi dan collection seluruh cabangMembat strategi jangka pendek dan jangka panjang untuk percepatan distribusi dan penjualan cabangPersyaratan :Usia 30 – 40 tahunPendidikan S1 dari semua jurusanPengalaman 5 tahun di bidang yang samaMemiliki Keahlian Leadership, selling skill dan conceptual skillMenguasai manageriaal skill dan memiliki relasi yang luas",11500000.0,5,5700000.0,Unknown,5396760.0
92,DISTRIBUTION CENTER MANAGER,Jawa Timur,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Pelayanan,Logistik/Rantai Pasokan","Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)",22 days,501 - 1000 pekerja,Makanan & Minuman/Katering/Restoran,"Job Description :Responsible for the whole warehouse and distribution operation management process.In charge of planning, strategizing, and executing projects.To manage the inventory control management.To review and analyze business processes to ensure the process goes efficienty and effectively.Identify possible risks that occur with the management of logistic and distribution activities.Monitoring project performance and KPIs. Qualification :Minimal Bachelor’s degree in Business Management or other relevant fields.Minimal 3 years of experience managing Warehouse and Distribution operations and teams.Familiar with Warehouse Management SystemPreferably from FMCG / F&B Industry.Strong leadership and interpersonal skills.Strong analytical and problem solving skills.Great communications skills. Fluent in English (oral and written).Placement : Bojonegoro, East Java.",22500000.0,3,5700000.0,Unknown,5396760.0
93,API PROGRAMMER,Jakarta Barat,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,Tidak terspesifikasi,Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tip;Asuransi kesehatan;Parkir;Penglihatan;Bisnis (contoh: Kemeja);Senin - Jumat (08.00 - 16.00)  - (Branch) Sabtu (08.00 - 13.00),23 days,2001 - 5000 pekerja,Produk Konsumen/Barang konsumen yang bergerak cepat,"Tugas dan Tanggung Jawab :Melakukan perancangan alur sistem dan data baseMenyusun dan menulis dokumentasi pengembangan programMelakukan pengujian terhadap sistem yang telah dibuatMelakukan pemeliharaan terhadap sistem yang telah dibuatRingkasan Kualifikasi yang dibutuhkan :Pendidikan minimal S1 Teknik Informatika atau Sitem Informasi dengan IPK Min 3,00Memiliki pengalaman membuat program e-commerce minimal 2 tahunMenguasai bahasa pemrograman ionic, PWA, dan PHPMemiliki pengetahuan dan pengalaman teknologi push notification software (ex:one signal)Memiliki pengetahuan dan pengalaman membuat program API yang terkoneksi dengan vendor payment gatewayMemiliki pengetahuan dan pengalaman membuat program API dengan jasa expedisi (ex : JNE, JNT, Sicepat, Kntor pos, dll)",6750000.0,2,5700000.0,DKI JAKARTA,5396760.0
94,Technical Designer dan Estimator,Banten,IDR,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma)",Penuh Waktu,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan","Asuransi Gigi;Asuransi kesehatan;Penglihatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);Maternity",20 days,501 - 1000 pekerja,Manufaktur/Produksi,"Pendidikan Minimal D3 Jurusan Teknik Sipil/ArsitekPengalaman Minimal 2 Tahun dibidang drafting dan pengawasan projectMampu menggunakan sketch dan drafting (Autocad 2D, 3D dan Sketchup 3D)Mampu merencanakan BoQ atau Engineering EstimateMampu melakukan pengawasan project di lapangan & reportingBersedia ditempatkan di Cilegon, Banten",6750000.0,2,5700000.0,Unknown,5396760.0
108,Back End Engineer,Aceh,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",,,1- 50 pekerja,Makanan & Minuman/Katering/Restoran,"Back End Engineer1. Memiliki pengalaman dalam membangun RESTful APIs2. Menguasai bahasa pemrograman seperti PHP, terutama Framework Laravel3. Familiar terhadap database SQL maupun NoSQL4. Familiar dengan Microservice merupakan nilai plus5. Lancar menggunakan Version Control Git6. Bisa membuat dokumentasi yang jelas dan mudah dipahami# Memiliki Team work effort# Kami memberikan benefit saham (esop) di perusahaan kami untuk kandidat yang tepat# Memiliki integritas kerja dan etos yang baik# Harus bersedia di tempatkan di Medan# Bersedia belajar di start up kami yang unik dan energetic# UI/UX experiences",7700000.0,1,5700000.0,Unknown,5396760.0
113,Taxation Staff,Jakarta Selatan,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)",Penuh Waktu,"Akuntansi / Keuangan,Audit & Pajak",Kasual (contoh: Kaos);BPJS;8 jam sehari atau disesuaikan,28 days,1- 50 pekerja,Transportasi/Logistik,"Deskripsi pekerjaan: Mengumpulkan, mengatur, dan menyiapkan dokumen perpajakan perusahaan.Menghitung secara pasti jumlah pajak yang harus dibayar perusahaan.Membayar dan melaporkan pajak dengan tepat waktu.Membuat perencanaan pajak.Mengatur dan memperbarui database pajak milik perusahaan.Meninjau sistem terkait pajak perusahaan.Selalu up to date dengan segala kebijakan pajak yang ada di wilayah perusahaan.Melakukan penghitungan PPh 21, PPh 22, PPh 24, PPh 23/26, PPN, hingga PPh badanPersyaratan:Memiliki sertifikat Brevet A dan BMemiliki pengalaman kerja sebagai tax accountant, analisis pajak atau penyusun pajak.Mahir menggunakan software akuntansi.Memiliki pengetahuan tentang akuntansi dan pembukuan.Mahir menggunakan Ms Word dan Ms Excell.Memiliki kemampuan analisi yang kuat dan manajemen waktu yang baik.Siap di target dan mampu bekerja dibawah tekanan.Memiliki keterampilan berhitung yang kuat.Detail dan teliti terhadap kesalahan.Merupakan lulusan jurusan Akuntansi / Keuangan / PerpajakanBisa berbahasa Inggris",6000000.0,1,5700000.0,DKI JAKARTA,5396760.0
122,Education Content Creator,Jakarta Timur,IDR,Pegawai (non-manajemen & non-supervisor),1 tahun,Tidak terspesifikasi,Paruh Waktu,"Penjualan / Pemasaran,Digital Marketing",,29 days,51 - 200 pekerja,Pendidikan,"As Education Content Creator, you will be responsible for :1. Handle all type of visual content for all digital and social media platform and media promotion.2. Handle all type of video content for all digital and social media platform.3. Handle photography and video for corporate activities and projects.We are looking for someone who :1. Familiar with digital channels to set and execute digital media strategy.2. Have passion in early childhood education3. Experienced in create creative and engaging content with potential customer4. Able to build relationship with community, influencers, and online media",4500000.0,1,5700000.0,DKI JAKARTA,5396760.0
123,Finance & Accounting Manager - Port Management - Subang (A-73378),Jawa Barat,IDR,Manajer/Asisten Manajer,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)",Penuh Waktu,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",,19 days,1- 50 pekerja,Manajemen/Konsulting HR,"About The Company:The working venue is in Subang.Our client is a Japanese Port Management company. Currently, they are looking for Finance & Accounting Manager.Job Responsibilities:Prepare & report monthly financial report.Set up finance and accounting related procedures (because of new established company).Manage daily operation in finance, accounting and tax (including invoicing, etc).Manage financial situation (balance sheet, profit and loss and cash flow).Able to do operation independently.Other responsibilities as needed.Job Requirements:Hold minimum. Bachelor's Degree majoring in Accounting from reputable university.Have Business English proficiency.Have minimum 3 years as Finance Accounting Tax Manager in Japanese company or transportation/forwarder company.Have working experience as public accountant.Have Working experience in handling financial audit.High proficiency in using MS Office (Excel, Word, PowerPoint).Good communication, problem solving, analytical thinking, presentation, leadership and project management skill.Preferably own Brevet A&B certification.[Only CV in English will be processed]",16000000.0,3,5700000.0,Unknown,5396760.0
130,Senior Infosec Engineer,Jakarta Selatan,IDR,Supervisor/Koordinator,4 tahun,"SMA, SMU/SMK/STM, Sarjana (S1)",Penuh Waktu,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Asuransi Gigi;Asuransi kesehatan;Waktu regular, Senin - Jumat;BPJS KT, BPJS Kes, Private Health Insurance*, THR, Events, Tournaments & Parties;Business casual",28 days,51 - 200 pekerja,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)","ResponsibilitiesOwn the planning and execution of activities in JULO’s Information Security roadmap.Improve JULO’s management of data, especially customer PII.Perform technical analysis and evaluation of applications, infrastructure, tools and business processes in various product development projects throughout SDLC at JULO.Lead the analysis, evaluation, implementation, and improvement of security controls both in technical solutions and effective processes when operating applications, cloud and network infrastructures, and tools.Perform internal audits on the access and security of application platforms, cloud and network infrastructures, and tools. Maintain and improve incident response plan and lead the forensics, correction, and mitigation upon any security incident or breach.Provide technical guidance, training, and mentoring to JULOvers working with information.Keep up with current security vulnerabilities, threats, controls, and technologies and apply them if necessary.RequirementsPractical problem solver, highly analytical, great team player, have excellent work ethic, and have strong security ethics.Can communicate clearly, timely, and professionally:With technical and non-technical users,With leadership roles and individual contributorsIn English and Indonesian.Expert in multi-tasking, both in planning, executing, and managing projects thoroughly in issue tracking tools.Experience in creating, maintaining, and improving organization wide infosec management.Hands-on experience with automated VAPT tools.Highly skilled in analyzing security vulnerabilities in application and system architecture.Highly skilled in troubleshooting, reviewing, modifying, testing, and securing software code.Highly skilled in troubleshooting and securing Linux-based OS and Windows.Highly skilled in managing, troubleshooting, securing these technologiesAPI gateways like KongMobile, backend, and web based application frameworksMessage brokers Monitoring and provisioning tools SQL databases and data platform toolsCloud computing infrastructureNetwork appliances3 plus years of experience as a Security Engineer with some leadership experience.Having completed CISSP, OSCP, CEH, or similar certifications.2-5 years of industry experience as DevOps Engineer, Data Engineer, and IT Specialist or preferably a combination of those 3 roles.",12000000.0,4,5700000.0,DKI JAKARTA,5396760.0
147,Account Manager,Jakarta Barat,IDR,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),Penuh Waktu,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);Chance to work with the industry's leading partners",,1- 50 pekerja,Periklanan/Marketing/Promosi/Hubungan Masyarakat,"The primary responsibilities of an account manager are fostering client relationships, coordinating with sales and marketing operations teams to prepare marketing presentation pitches, design marketing strategies and media proposals, handle client communications and see through the successful execution of marketing campaigns with our marketing operations teams. ResponsibilitiesBuild and maintain trusted relationships with assigned client accounts to ensure smooth co-operation and communication, becoming the lead point of contact for our highly valued clientsImprove the client’s marketing brief through understanding the client’s goals and campaign objectivesUnderstand client’s product, what advertising channels, creatives, research and media outreach would be most suitable to meet the client’s marketing goalsCoordinate closely with Madeviral’s marketing operation and production teams across multiple countries to create well strategized regional marketing proposals for the client to meet their campaign goalsNegotiating and monitoring client budgets, spending and revenueManagement of campaigns on a day-to-day basis, ensuring that they run seamlesslyManage multiple conflicting deadlines, urgent tasks, and prioritize accordingly Consistently communicate updates with the client, tending to their requests and implementing client’s feedback to ensure the vision of the client is metCreate case studies for past campaignsIdentify new clients and potential business opportunities Training new account executivesRequirementsMust have strong ENGLISH written and spoken skillsMust be of Indonesian NationalityBachelor's degree from any related fieldMinimum 3 years working experience in an agency, marketing or advertising fieldHave professional experience or well knowledgeable about the crypto industry, trends and productsHighly organized, able to meet client deadlines, strategically minded, extremely resourceful and an exceptional communicator with multiple cultures (both verbal and written) Flexible and enthusiastic to work within a fast moving and ever changing organizationEager to learn to evolve the quality of our team and servicesFluency in Microsoft Office especially PowerPoint and Excel.Able to work independently",12500000.0,3,7750000.0,DKI JAKARTA,5396760.0
